Time [s],Amplitude
0.0,1.708314341263433
0.001,0.8332401104058291
0.002,0.8654612823025647
0.003,0.9547619583913729
0.004,1.103707920021632
0.005,0.6832740680059071
0.006,1.0653993056742976
0.007,1.15652632048997
0.008,0.7661660154507508
0.009000000000000001,0.6648021409042939
0.01,0.6402364452953215
0.011,0.8554283687003615
0.012,0.41297771734043087
0.013000000000000001,0.8542078875465033
0.014,1.128808766942333
0.015,1.3988528481447113
0.016,1.339862090007389
0.017,0.7643253957307146
0.018000000000000002,0.7413835521728864
0.019,1.103734148812902
0.02,0.8530629925711872
0.021,0.9320957575813216
0.022,1.0660706123205237
0.023,1.4063611371595108
0.024,1.155742612005717
0.025,0.9388756612919489
0.026000000000000002,1.1012827603622606
0.027,0.9767555562799418
0.028,0.9418637875100114
0.029,0.652781305373596
0.03,1.208012021325731
0.031,1.0633709699878762
0.032,0.9174590827010314
0.033,1.0054625197782796
0.034,0.7579625447067759
0.035,0.6716256269430092
0.036000000000000004,0.8249489046162002
0.037,0.8283117928119887
0.038,0.3493844835373232
0.039,0.5902306071205714
0.04,0.2790020513455682
0.041,0.7210051111575148
0.042,0.8768955037994588
0.043000000000000003,0.6882929976423793
0.044,0.7204863543411815
0.045,1.018945720040121
0.046,0.46812984303099736
0.047,1.0689609262772144
0.048,1.0113066751020436
0.049,0.49016034310012513
0.05,0.21194699395119168
0.051000000000000004,0.8240651640007544
0.052000000000000005,0.2703531997997771
0.053,0.3976864819403983
0.054,0.2892828060925531
0.055,0.5024533787803418
0.056,0.3439752166029806
0.057,0.5850847854199617
0.058,0.2825590392915412
0.059000000000000004,0.4009800376569309
0.06,0.37263119688321594
0.061,0.10682537642133283
0.062,0.692407804036591
0.063,0.19217477548275835
0.064,0.443551016843738
0.065,0.5629802612440231
0.066,0.5300289660996664
0.067,0.2720612399275124
0.068,-0.2533310101450337
0.069,0.5835577787461713
0.07,0.09840709567962347
0.07100000000000001,0.14687707435843667
0.07200000000000001,-0.12384712030851897
0.073,0.6273294068482769
0.074,-0.05899955848282934
0.075,0.04580243675782125
0.076,-0.038709032308046454
0.077,-0.1290837141368184
0.078,-0.1772047517247053
0.079,0.14040532550033036
0.08,0.24747868294562625
0.081,0.15976779137340202
0.082,-0.11720374281677193
0.083,-0.1166835199479912
0.084,-0.01709505430235836
0.085,0.012476676027414868
0.08600000000000001,0.3497927434217182
0.08700000000000001,0.443562856137637
0.088,-0.2910612267142165
0.089,0.12718622969783244
0.09,0.08754327498761183
0.091,0.21661501961573126
0.092,0.22488341467184148
0.093,0.3770559202062468
0.094,-0.30632835707180317
0.095,-0.1910547761722705
0.096,0.030904081954986395
0.097,-0.7838078419339791
0.098,0.6333609746676716
0.099,0.13851559748460085
0.1,-0.10502059197787617
0.101,-0.08334100452008109
0.10200000000000001,-0.22812536084800494
0.10300000000000001,-0.050383355331922064
0.10400000000000001,-0.10963607744310133
0.105,-0.4148516991749003
0.106,0.16089935868716143
0.107,0.12405709147825161
0.108,-0.26175263530199544
0.109,-0.036101774384807994
0.11,0.846641076973252
0.111,0.2680887428555606
0.112,0.5044350800908952
0.113,0.22732576851121633
0.114,-0.15226600810077162
0.115,0.10317658931354845
0.116,-0.21493797071538034
0.117,0.045932676351365775
0.11800000000000001,0.18003064398390667
0.11900000000000001,-0.04800831836082986
0.12,0.553600669713056
0.121,0.06799400977182368
0.122,0.4176635939402753
0.123,0.6620538140122507
0.124,0.016643642937706482
0.125,0.2588046290508814
0.126,0.24798106224710836
0.127,0.16232199815640758
0.128,-0.13999241031015486
0.129,0.20785969303036267
0.13,0.36797518170900334
0.131,0.05000545608690565
0.132,0.1718034041343084
0.133,0.5600054935757375
0.134,0.2698857753275992
0.135,0.11509136872245462
0.136,0.019637798913634263
0.137,0.5646202091522491
0.138,0.5449187575644108
0.139,0.5940393794594523
0.14,0.35461195543867186
0.14100000000000001,0.5994234544742723
0.14200000000000002,0.4512949062169085
0.14300000000000002,1.1999670447589637
0.14400000000000002,0.6910862917531688
0.145,0.8909290159941152
0.146,0.8876053402287364
0.147,0.5636475126792284
0.148,0.5889587584156935
0.149,0.818269888381154
0.15,1.0004858738378437
0.151,0.8391645596234572
0.152,0.8995039723185513
0.153,0.6470268737061025
0.154,1.1019867946137683
0.155,1.6539027928031234
0.156,1.3902492980500478
0.157,1.1456296114418318
0.158,0.9530392580047828
0.159,1.3671824413566656
0.16,1.2025543677547113
0.161,1.1140701561994888
0.162,1.6441909828849264
0.163,0.6279831764485138
0.164,1.2020428032156862
0.165,1.3141986901652705
0.166,1.6670346673110494
0.167,1.0957517121405775
0.168,1.73780385315206
0.169,1.4167024696742616
0.17,1.2128812655093122
0.171,1.3331322926374565
0.17200000000000001,1.494478124480536
0.17300000000000001,1.1519145641543127
0.17400000000000002,1.387648384758403
0.17500000000000002,1.2166847096136624
0.176,1.1732485576610379
0.177,1.3965188616883402
0.178,1.637784817088356
0.179,1.309331867695517
0.18,1.5545551603877215
0.181,1.3856844782976065
0.182,1.114681565187241
0.183,2.0340324831055536
0.184,2.230799879370788
0.185,1.6545428258581734
0.186,1.8410464499141355
0.187,1.1843432084609957
0.188,0.7734139400900508
0.189,1.535968791211054
0.19,1.3860613736303926
0.191,1.8396135813013508
0.192,1.4964018025867412
0.193,1.612471855855318
0.194,1.3290743730386054
0.195,1.3085274359188888
0.196,1.8972806731588816
0.197,1.3028141788685714
0.198,1.5828763210092383
0.199,1.691453152108544
0.2,1.3640969182786804
0.201,1.3174253858285696
0.202,1.3171401727586436
0.203,1.4383901482937689
0.20400000000000001,1.465246152747421
0.20500000000000002,1.7140762916609562
0.20600000000000002,1.5020147206351278
0.20700000000000002,1.0354448596409045
0.20800000000000002,1.53732656643805
0.209,1.4198801106916892
0.21,1.8013654131687749
0.211,1.3567423318058145
0.212,1.5810225338788668
0.213,1.4388125352901766
0.214,1.4800117654293772
0.215,1.3622986413323486
0.216,0.9811033442806166
0.217,0.9714005418490761
0.218,1.8330035883530447
0.219,1.0253913251008353
0.22,1.0748868247797947
0.221,0.9341818108356517
0.222,0.8739523500676486
0.223,1.1522276178102917
0.224,0.9067221606523959
0.225,0.7771096000511304
0.226,0.8635561450686533
0.227,0.874820263195127
0.228,0.7281979207740519
0.229,1.3321661093370656
0.23,1.1840199206986053
0.231,0.7897722970421673
0.232,0.4068832282912305
0.233,0.5095952270546877
0.234,0.5890026438428688
0.23500000000000001,0.8823788962430933
0.23600000000000002,0.7311159282485007
0.23700000000000002,0.4781441719601112
0.23800000000000002,0.5347223905770311
0.23900000000000002,0.6061370487018582
0.24,0.38538317458623117
0.241,0.13753577164264652
0.242,0.4665957643954777
0.243,0.5625721922406386
0.244,0.29425298503311
0.245,0.28332133206720883
0.246,0.5774584162123084
0.247,-0.292407614416061
0.248,-0.13374702757891696
0.249,0.303499324887342
0.25,-0.22205233100754312
0.251,-0.2487810488081466
0.252,0.005651735712433253
0.253,0.0351974259902756
0.254,0.14900683086018568
0.255,-0.25606377428398824
0.256,-0.2968927473689734
0.257,-0.4704787167219903
0.258,-0.40810497695762254
0.259,0.27874802164300605
0.26,-0.4100477616353343
